Industry,Year,Occupation,Employed_Residents
Transportation & Storage,2020,Professionals,17.80 
Transportation & Storage,2020,Service & Sales Workers,11.30 
Transportation & Storage,2021,All Occupation Groups,200.60 
Transportation & Storage,2021,Associate Professionals & Technicians,32.00 
Transportation & Storage,2021,"Cleaners, Labourers & Related Workers",14.20 
Transportation & Storage,2021,Clerical Support Workers,21.80 
Transportation & Storage,2021,Craftsmen & Related Trades Workers,1.60 
Transportation & Storage,2021,Managers & Administrators (Including Working Proprietors),17.70 
Transportation & Storage,2021,Other Occupation Groups Nes,0.00 
Transportation & Storage,2021,Plant & Machine Operators & Assemblers,84.80 
Transportation & Storage,2021,Professionals,19.50 
Transportation & Storage,2021,Service & Sales Workers,9.10 
Transportation & Storage,2022,All Occupation Groups,207.40 
Transportation & Storage,2022,Associate Professionals & Technicians,37.40 
Transportation & Storage,2022,"Cleaners, Labourers & Related Workers",17.80 
Transportation & Storage,2022,Clerical Support Workers,22.10 
Transportation & Storage,2022,Craftsmen & Related Trades Workers,1.40 
Transportation & Storage,2022,Managers & Administrators (Including Working Proprietors),18.30 
Transportation & Storage,2022,Other Occupation Groups Nes,0.00 
Transportation & Storage,2022,Plant & Machine Operators & Assemblers,84.20 
Transportation & Storage,2022,Professionals,18.20 
Transportation & Storage,2022,Service & Sales Workers,8.00 
Transportation & Storage,2023,All Occupation Groups,214.30 
Transportation & Storage,2023,Associate Professionals & Technicians,39.50 
Transportation & Storage,2023,"Cleaners, Labourers & Related Workers",16.30 
Transportation & Storage,2023,Clerical Support Workers,22.30 
Transportation & Storage,2023,Craftsmen & Related Trades Workers,2.00 
Transportation & Storage,2023,Managers & Administrators (Including Working Proprietors),18.00 
Transportation & Storage,2023,Other Occupation Groups Nes,0.10 
Transportation & Storage,2023,Plant & Machine Operators & Assemblers,87.70 
Transportation & Storage,2023,Professionals,18.00 
Transportation & Storage,2023,Service & Sales Workers,10.50 
Transportation & Storage,2024,All Occupation Groups,197.90 
Transportation & Storage,2024,Associate Professionals & Technicians,33.30 
Transportation & Storage,2024,"Cleaners, Labourers & Related Workers",15.90 
Transportation & Storage,2024,Clerical Support Workers,21.00 
Transportation & Storage,2024,Craftsmen & Related Trades Workers,2.10 
Transportation & Storage,2024,Managers & Administrators (Including Working Proprietors),19.30 
Transportation & Storage,2024,Other Occupation Groups Nes,0.00 
Transportation & Storage,2024,Plant & Machine Operators & Assemblers,78.90 
Transportation & Storage,2024,Professionals,18.20 
Transportation & Storage,2024,Service & Sales Workers,9.10 
Wholesale & Retail Trade,2007,All Occupation Groups,277.00 
Wholesale & Retail Trade,2007,Associate Professionals & Technicians,29.10 
Wholesale & Retail Trade,2007,"Cleaners, Labourers & Related Workers",11.70 
Wholesale & Retail Trade,2007,Clerical Support Workers,37.30 
Wholesale & Retail Trade,2007,Craftsmen & Related Trades Workers,4.40 
Wholesale & Retail Trade,2007,Managers & Administrators (Including Working Proprietors),69.90 
Wholesale & Retail Trade,2007,Other Occupation Groups Nes,0.10 
Wholesale & Retail Trade,2007,Plant & Machine Operators & Assemblers,15.60 
Wholesale & Retail Trade,2007,Professionals,19.20 
Wholesale & Retail Trade,2007,Service & Sales Workers,89.50 
Wholesale & Retail Trade,2008,All Occupation Groups,269.50 
Wholesale & Retail Trade,2008,Associate Professionals & Technicians,29.00 
Wholesale & Retail Trade,2008,"Cleaners, Labourers & Related Workers",10.80 
Wholesale & Retail Trade,2008,Clerical Support Workers,35.90 
Wholesale & Retail Trade,2008,Craftsmen & Related Trades Workers,4.60 
Wholesale & Retail Trade,2008,Managers & Administrators (Including Working Proprietors),71.80 
Wholesale & Retail Trade,2008,Other Occupation Groups Nes,0.10 
Wholesale & Retail Trade,2008,Plant & Machine Operators & Assemblers,12.70 
Wholesale & Retail Trade,2008,Professionals,17.00 
Wholesale & Retail Trade,2008,Service & Sales Workers,87.60 
Wholesale & Retail Trade,2009,All Occupation Groups,272.40 
Wholesale & Retail Trade,2009,Associate Professionals & Technicians,29.10 
Wholesale & Retail Trade,2009,"Cleaners, Labourers & Related Workers",11.40 
Wholesale & Retail Trade,2009,Clerical Support Workers,36.50 
Wholesale & Retail Trade,2009,Craftsmen & Related Trades Workers,5.20 
Wholesale & Retail Trade,2009,Managers & Administrators (Including Working Proprietors),71.70 
Wholesale & Retail Trade,2009,Other Occupation Groups Nes,0.00 
Wholesale & Retail Trade,2009,Plant & Machine Operators & Assemblers,14.00 
Wholesale & Retail Trade,2009,Professionals,18.40 
Wholesale & Retail Trade,2009,Service & Sales Workers,86.00 
Wholesale & Retail Trade,2010,All Occupation Groups,281.70 
Wholesale & Retail Trade,2010,Associate Professionals & Technicians,21.40 
Wholesale & Retail Trade,2010,"Cleaners, Labourers & Related Workers",11.50 
Wholesale & Retail Trade,2010,Clerical Support Workers,34.60 
Wholesale & Retail Trade,2010,Craftsmen & Related Trades Workers,6.00 
Wholesale & Retail Trade,2010,Managers & Administrators (Including Working Proprietors),80.70 
Wholesale & Retail Trade,2010,Other Occupation Groups Nes,0.50 
Wholesale & Retail Trade,2010,Plant & Machine Operators & Assemblers,13.30 
Wholesale & Retail Trade,2010,Professionals,21.30 
Wholesale & Retail Trade,2010,Service & Sales Workers,92.40 
Wholesale & Retail Trade,2011,All Occupation Groups,300.50 
Wholesale & Retail Trade,2011,Associate Professionals & Technicians,28.90 
Wholesale & Retail Trade,2011,"Cleaners, Labourers & Related Workers",11.90 
Wholesale & Retail Trade,2011,Clerical Support Workers,37.30 
Wholesale & Retail Trade,2011,Craftsmen & Related Trades Workers,5.30 
Wholesale & Retail Trade,2011,Managers & Administrators (Including Working Proprietors),87.70 
Wholesale & Retail Trade,2011,Other Occupation Groups Nes,0.10 
Wholesale & Retail Trade,2011,Plant & Machine Operators & Assemblers,12.70 
Wholesale & Retail Trade,2011,Professionals,23.80 
Wholesale & Retail Trade,2011,Service & Sales Workers,92.80 
Wholesale & Retail Trade,2012,All Occupation Groups,306.30 
Wholesale & Retail Trade,2012,Associate Professionals & Technicians,30.20 
Wholesale & Retail Trade,2012,"Cleaners, Labourers & Related Workers",11.80 
Wholesale & Retail Trade,2012,Clerical Support Workers,40.60 
Wholesale & Retail Trade,2012,Craftsmen & Related Trades Workers,6.90 
Wholesale & Retail Trade,2012,Managers & Administrators (Including Working Proprietors),84.40 
Wholesale & Retail Trade,2012,Other Occupation Groups Nes,0.20 
Wholesale & Retail Trade,2012,Plant & Machine Operators & Assemblers,13.70 
Wholesale & Retail Trade,2012,Professionals,28.30 
Wholesale & Retail Trade,2012,Service & Sales Workers,90.20 
Wholesale & Retail Trade,2013,All Occupation Groups,302.20 
Wholesale & Retail Trade,2013,Associate Professionals & Technicians,32.20 
Wholesale & Retail Trade,2013,"Cleaners, Labourers & Related Workers",12.00 
Wholesale & Retail Trade,2013,Clerical Support Workers,40.70 
Wholesale & Retail Trade,2013,Craftsmen & Related Trades Workers,5.70 
Wholesale & Retail Trade,2013,Managers & Administrators (Including Working Proprietors),79.50 
Wholesale & Retail Trade,2013,Other Occupation Groups Nes,0.10 
Wholesale & Retail Trade,2013,Plant & Machine Operators & Assemblers,12.90 
Wholesale & Retail Trade,2013,Professionals,27.40 
Wholesale & Retail Trade,2013,Service & Sales Workers,91.60 
Wholesale & Retail Trade,2014,All Occupation Groups,346.30 
Wholesale & Retail Trade,2014,Associate Professionals & Technicians,44.30 
Wholesale & Retail Trade,2014,"Cleaners, Labourers & Related Workers",16.40 
Wholesale & Retail Trade,2014,Clerical Support Workers,48.10 
Wholesale & Retail Trade,2014,Craftsmen & Related Trades Workers,9.60 
Wholesale & Retail Trade,2014,Managers & Administrators (Including Working Proprietors),90.60 
Wholesale & Retail Trade,2014,Other Occupation Groups Nes,0.10 
Wholesale & Retail Trade,2014,Plant & Machine Operators & Assemblers,16.40 
Wholesale & Retail Trade,2014,Professionals,33.10 
Wholesale & Retail Trade,2014,Service & Sales Workers,87.80 
Wholesale & Retail Trade,2015,All Occupation Groups,364.10 
Wholesale & Retail Trade,2015,Associate Professionals & Technicians,58.20 
Wholesale & Retail Trade,2015,"Cleaners, Labourers & Related Workers",15.90 
Wholesale & Retail Trade,2015,Clerical Support Workers,50.20 
Wholesale & Retail Trade,2015,Craftsmen & Related Trades Workers,10.60 
Wholesale & Retail Trade,2015,Managers & Administrators (Including Working Proprietors),90.60 
Wholesale & Retail Trade,2015,Other Occupation Groups Nes,0.10 
Wholesale & Retail Trade,2015,Plant & Machine Operators & Assemblers,18.30 
Wholesale & Retail Trade,2015,Professionals,38.10 
Wholesale & Retail Trade,2015,Service & Sales Workers,82.10 
Wholesale & Retail Trade,2016,All Occupation Groups,364.10 
Wholesale & Retail Trade,2016,Associate Professionals & Technicians,63.60 
Wholesale & Retail Trade,2016,"Cleaners, Labourers & Related Workers",15.00 
Wholesale & Retail Trade,2016,Clerical Support Workers,49.50 
Wholesale & Retail Trade,2016,Craftsmen & Related Trades Workers,10.50 
Wholesale & Retail Trade,2016,Managers & Administrators (Including Working Proprietors),82.40 
Wholesale & Retail Trade,2016,Other Occupation Groups Nes,0.40 
Wholesale & Retail Trade,2016,Plant & Machine Operators & Assemblers,19.20 
Wholesale & Retail Trade,2016,Professionals,38.50 
Wholesale & Retail Trade,2016,Service & Sales Workers,85.00 
Wholesale & Retail Trade,2017,All Occupation Groups,356.20 
Wholesale & Retail Trade,2017,Associate Professionals & Technicians,62.30 
Wholesale & Retail Trade,2017,"Cleaners, Labourers & Related Workers",15.20 
Wholesale & Retail Trade,2017,Clerical Support Workers,47.20 
Wholesale & Retail Trade,2017,Craftsmen & Related Trades Workers,9.60 
Wholesale & Retail Trade,2017,Managers & Administrators (Including Working Proprietors),89.80 
Wholesale & Retail Trade,2017,Other Occupation Groups Nes,0.30 
Wholesale & Retail Trade,2017,Plant & Machine Operators & Assemblers,17.30 
Wholesale & Retail Trade,2017,Professionals,39.40 
Wholesale & Retail Trade,2017,Service & Sales Workers,75.10 
Wholesale & Retail Trade,2018,All Occupation Groups,352.50 
Wholesale & Retail Trade,2018,Associate Professionals & Technicians,62.50 
Wholesale & Retail Trade,2018,"Cleaners, Labourers & Related Workers",15.80 
Wholesale & Retail Trade,2018,Clerical Support Workers,42.10 
Wholesale & Retail Trade,2018,Craftsmen & Related Trades Workers,7.50 
Wholesale & Retail Trade,2018,Managers & Administrators (Including Working Proprietors),84.80 
Wholesale & Retail Trade,2018,Other Occupation Groups Nes,0.30 
Wholesale & Retail Trade,2018,Plant & Machine Operators & Assemblers,16.70 
Wholesale & Retail Trade,2018,Professionals,40.10 
Wholesale & Retail Trade,2018,Service & Sales Workers,82.70 
Wholesale & Retail Trade,2019,All Occupation Groups,356.00 
Wholesale & Retail Trade,2019,Associate Professionals & Technicians,69.80 
Wholesale & Retail Trade,2019,"Cleaners, Labourers & Related Workers",13.80 
Wholesale & Retail Trade,2019,Clerical Support Workers,42.00 
Wholesale & Retail Trade,2019,Craftsmen & Related Trades Workers,10.80 
Wholesale & Retail Trade,2019,Managers & Administrators (Including Working Proprietors),82.00 
Wholesale & Retail Trade,2019,Other Occupation Groups Nes,0.40 
Wholesale & Retail Trade,2019,Plant & Machine Operators & Assemblers,17.20 
Wholesale & Retail Trade,2019,Professionals,42.40 
Wholesale & Retail Trade,2019,Service & Sales Workers,77.60 
Wholesale & Retail Trade,2020,All Occupation Groups,335.10 
Wholesale & Retail Trade,2020,Associate Professionals & Technicians,68.70 
Wholesale & Retail Trade,2020,"Cleaners, Labourers & Related Workers",13.30 
Wholesale & Retail Trade,2020,Clerical Support Workers,36.20 
Wholesale & Retail Trade,2020,Craftsmen & Related Trades Workers,9.60 
Wholesale & Retail Trade,2020,Managers & Administrators (Including Working Proprietors),79.50 
Wholesale & Retail Trade,2020,Other Occupation Groups Nes,0.30 
Wholesale & Retail Trade,2020,Plant & Machine Operators & Assemblers,13.60 
Wholesale & Retail Trade,2020,Professionals,49.10 
Wholesale & Retail Trade,2020,Service & Sales Workers,64.90 
Wholesale & Retail Trade,2021,All Occupation Groups,338.60 
Wholesale & Retail Trade,2021,Associate Professionals & Technicians,60.80 
Wholesale & Retail Trade,2021,"Cleaners, Labourers & Related Workers",14.80 
Wholesale & Retail Trade,2021,Clerical Support Workers,39.80 
Wholesale & Retail Trade,2021,Craftsmen & Related Trades Workers,9.70 
Wholesale & Retail Trade,2021,Managers & Administrators (Including Working Proprietors),87.00 
Wholesale & Retail Trade,2021,Other Occupation Groups Nes,0.50 
Wholesale & Retail Trade,2021,Plant & Machine Operators & Assemblers,16.00 
Wholesale & Retail Trade,2021,Professionals,53.30 
Wholesale & Retail Trade,2021,Service & Sales Workers,56.70 
Wholesale & Retail Trade,2022,All Occupation Groups,351.80 
Wholesale & Retail Trade,2022,Associate Professionals & Technicians,68.00 
Wholesale & Retail Trade,2022,"Cleaners, Labourers & Related Workers",17.10 
Wholesale & Retail Trade,2022,Clerical Support Workers,34.30 
Wholesale & Retail Trade,2022,Craftsmen & Related Trades Workers,8.40 
Wholesale & Retail Trade,2022,Managers & Administrators (Including Working Proprietors),92.10 
Wholesale & Retail Trade,2022,Other Occupation Groups Nes,0.20 
Wholesale & Retail Trade,2022,Plant & Machine Operators & Assemblers,15.20 
Wholesale & Retail Trade,2022,Professionals,57.10 
Wholesale & Retail Trade,2022,Service & Sales Workers,59.40 
Wholesale & Retail Trade,2023,All Occupation Groups,335.80 
Wholesale & Retail Trade,2023,Associate Professionals & Technicians,65.00 
Wholesale & Retail Trade,2023,"Cleaners, Labourers & Related Workers",16.50 
Wholesale & Retail Trade,2023,Clerical Support Workers,32.50 
Wholesale & Retail Trade,2023,Craftsmen & Related Trades Workers,10.60 
Wholesale & Retail Trade,2023,Managers & Administrators (Including Working Proprietors),76.60 
Wholesale & Retail Trade,2023,Other Occupation Groups Nes,0.70 
Wholesale & Retail Trade,2023,Plant & Machine Operators & Assemblers,12.70 
Wholesale & Retail Trade,2023,Professionals,59.60 
Wholesale & Retail Trade,2023,Service & Sales Workers,61.60 
Wholesale & Retail Trade,2024,All Occupation Groups,336.00 
Wholesale & Retail Trade,2024,Associate Professionals & Technicians,63.20 
Wholesale & Retail Trade,2024,"Cleaners, Labourers & Related Workers",15.70 
Wholesale & Retail Trade,2024,Clerical Support Workers,36.80 
Wholesale & Retail Trade,2024,Craftsmen & Related Trades Workers,8.30 
Wholesale & Retail Trade,2024,Managers & Administrators (Including Working Proprietors),82.90 
Wholesale & Retail Trade,2024,Other Occupation Groups Nes,0.60 
Wholesale & Retail Trade,2024,Plant & Machine Operators & Assemblers,13.30 
Wholesale & Retail Trade,2024,Professionals,58.00 
Wholesale & Retail Trade,2024,Service & Sales Workers,57.40 
